R0,k,k_label,extinction_prob,establishment_n1
1.4210526315789471,0.05,0.05,0.9686380407276218,0.03136195927237817
1.4355889724310775,0.05,0.05,0.9677861297203634,0.032213870279636625
1.450125313283208,0.05,0.05,0.9669456066877893,0.03305439331221072
1.464661654135338,0.05,0.05,0.9661161936613756,0.03388380633862442
1.4791979949874685,0.05,0.05,0.9652976223820566,0.03470237761794337
1.493734335839599,0.05,0.05,0.9644896338625444,0.03551036613745562
1.508270676691729,0.05,0.05,0.9636919779736843,0.03630802202631567
1.5228070175438595,0.05,0.05,0.9629044130532973,0.037095586946702674
1.53734335839599,0.05,0.05,0.9621267055360698,0.037873294463930174
1.55187969924812,0.05,0.05,0.9613586296031653,0.038641370396834684
1.5664160401002505,0.05,0.05,0.9605999668503198,0.039400033149680214
1.5809523809523809,0.05,0.05,0.9598505059732769,0.040149494026723076
1.595488721804511,0.05,0.05,0.9591100424694994,0.04088995753050062
1.6100250626566415,0.05,0.05,0.9583783783551634,0.041621621644836626
1.6245614035087719,0.05,0.05,0.9576553218965203,0.04234467810347975
1.639097744360902,0.05,0.05,0.9569406873547639,0.0430593126452361
1.6536340852130325,0.05,0.05,0.9562342947436082,0.043765705256391785
1.6681704260651626,0.05,0.05,0.9555359695988284,0.04446403040117164
1.682706766917293,0.05,0.05,0.9548455427590725,0.04515445724092748
1.6972431077694234,0.05,0.05,0.9541628501572954,0.045837149842704594
1.7117794486215536,0.05,0.05,0.9534877326222078,0.04651226737779224
1.726315789473684,0.05,0.05,0.9528200356891763,0.04717996431082372
1.7408521303258144,0.05,0.05,0.9521596094200451,0.04784039057995493
1.7553884711779446,0.05,0.05,0.9515063082313813,0.04849369176861873
1.769924812030075,0.05,0.05,0.9508599907306847,0.04914000926931528
1.7844611528822054,0.05,0.05,0.9502205195601241,0.0497794804398759
1.7989974937343356,0.05,0.05,0.9495877612473924,0.050412238752607585
1.813533834586466,0.05,0.05,0.9489615860633016,0.05103841393669839
1.8280701754385964,0.05,0.05,0.948341867885758,0.05165813211424197
1.8426065162907266,0.05,0.05,0.9477284840697782,0.052271515930221835
1.857142857142857,0.05,0.05,0.9471213153232345,0.052878684676765486
1.8716791979949874,0.05,0.05,0.9465202455880282,0.053479754411971836
1.8862155388471176,0.05,0.05,0.9459251619264137,0.05407483807358626
1.900751879699248,0.05,0.05,0.9453359544122106,0.05466404558778937
1.9152882205513784,0.05,0.05,0.9447525160266532,0.05524748397334678
1.9298245614035086,0.05,0.05,0.9441747425586493,0.055825257441350695
1.944360902255639,0.05,0.05,0.943602532509223,0.05639746749077701
1.9588972431077691,0.05,0.05,0.9430357869999384,0.0569642130000616
1.9734335839598995,0.05,0.05,0.9424744096851081,0.057525590314891906
1.98796992481203,0.05,0.05,0.9419183066675996,0.05808169333240043
2.0025062656641603,0.05,0.05,0.9413673864180692,0.05863261358193084
2.0170426065162905,0.05,0.05,0.9408215596974558,0.059178440302544155
2.031578947368421,0.05,0.05,0.9402807394825834,0.059719260517416606
2.0461152882205513,0.05,0.05,0.9397448408947191,0.0602551591052809
2.0606516290726815,0.05,0.05,0.9392137811309551,0.060786218869044895
2.075187969924812,0.05,0.05,0.938687479398278,0.06131252060172199
2.0897243107769423,0.05,0.05,0.9381658568502025,0.061834143149797516
2.1042606516290725,0.05,0.05,0.9376488365258537,0.062351163474146265
2.118796992481203,0.05,0.05,0.9371363432913842,0.06286365670861582
2.1333333333333333,0.05,0.05,0.9366283037836198,0.06337169621638017
2.1478696741854635,0.05,0.05,0.9361246463558379,0.06387535364416208
2.162406015037594,0.05,0.05,0.935625301025578,0.06437469897442205
2.1769423558897243,0.05,0.05,0.9351301994243972,0.06486980057560277
